#{"t_start": 1703131945.8139927, "env_id": "RWA-v0"}
r,l,t,episode_service_blocking_rate,episode_service_accepted
2010.333333,5000,1636.065242,0.5784,2108
1886.5,5000,1650.320102,0.6024,1988
1934.916667,5000,1664.616928,0.5952,2024
1927.833333,5000,1679.347589,0.5946,2027
1963.333333,5000,1694.23599,0.589,2055
1932.75,5000,1710.125367,0.5942,2029
1907.833333,5000,1725.75054,0.601,1995
1990.833333,5000,1740.567157,0.5824,2088
1920.166667,5000,1756.294944,0.5968,2016
1866.0,5000,1771.792083,0.6092,1954
1866.5,5000,1786.191244,0.608,1960
1899.666667,5000,1801.074529,0.6036,1982
1888.666667,5000,1816.799276,0.6046,1977
1909.916667,5000,1831.847495,0.6014,1993
1925.833333,5000,1846.79045,0.5962,2019
1871.666667,5000,1861.799677,0.6082,1959
1874.0,5000,1876.720701,0.6068,1966
1915.75,5000,1891.134875,0.6004,1998
1896.0,5000,1905.398229,0.6042,1979
1888.25,5000,1919.717848,0.6048,1976
1924.0,5000,1934.117358,0.598,2010
1883.666667,5000,1948.792689,0.6052,1974
1858.0,5000,1963.716903,0.6102,1949
1931.666667,5000,1978.839502,0.594,2030
1866.333333,5000,1994.029565,0.6082,1959
1958.0,5000,2008.955527,0.5886,2057
1873.0,5000,2024.240296,0.6098,1951
1888.083333,5000,2039.192332,0.6048,1976
1893.583333,5000,2053.873828,0.6034,1983
1888.333333,5000,2068.853123,0.607,1965
1912.166667,5000,2083.801555,0.597,2015
1894.333333,5000,2098.653415,0.6038,1981
1947.166667,5000,2113.647642,0.5926,2037
1859.333333,5000,2129.049283,0.6108,1946
1934.166667,5000,2144.230264,0.5974,2013
1936.666667,5000,2159.142769,0.5942,2029
1921.0,5000,2174.596917,0.5942,2029
1930.0,5000,2190.075669,0.5956,2022
1894.5,5000,2205.008795,0.6042,1979
1908.0,5000,2219.68207,0.6,2000
1928.083333,5000,2234.076208,0.5964,2018
1891.5,5000,2248.613943,0.6024,1988
1867.833333,5000,2262.801653,0.607,1965
1924.166667,5000,2276.881505,0.598,2010
1901.0,5000,2292.076662,0.6046,1977
1818.333333,5000,2306.781514,0.6182,1909
1873.75,5000,2321.476435,0.6048,1976
1904.866667,5000,2336.855456,0.6006,1997
1895.083333,5000,2351.379889,0.6016,1992
1902.283333,5000,2365.413599,0.6002,1999
1950.333333,5000,2379.290091,0.5908,2046
1989.166667,5000,2393.214215,0.5832,2084
1892.333333,5000,2408.189928,0.602,1990
1920.333333,5000,2423.366999,0.5968,2016
1938.916667,5000,2438.448984,0.594,2030
2016.333333,5000,2453.418329,0.5772,2114
1914.5,5000,2468.494521,0.5976,2012
1956.833333,5000,2483.686309,0.5902,2049
1898.5,5000,2498.999628,0.6034,1983
1961.833333,5000,2513.507342,0.5912,2044
1891.166667,5000,2527.758614,0.6026,1987
1898.416667,5000,2542.292011,0.6008,1996
1865.0,5000,2557.180525,0.6088,1956
1879.083333,5000,2571.298187,0.6072,1964
1939.083333,5000,2585.756985,0.5914,2043
1926.083333,5000,2599.719298,0.5962,2019
1908.5,5000,2614.935558,0.5982,2009
1919.916667,5000,2630.125277,0.598,2010
1881.283333,5000,2645.108218,0.6058,1971
1881.25,5000,2660.180622,0.606,1970
1921.0,5000,2675.757839,0.597,2015
1926.083333,5000,2691.205839,0.5954,2023
1856.583333,5000,2706.908256,0.6108,1946
1954.333333,5000,2722.703581,0.5932,2034
1914.333333,5000,2737.321057,0.602,1990
1928.833333,5000,2751.366381,0.5958,2021
1942.833333,5000,2765.490073,0.5922,2039
1925.833333,5000,2780.129873,0.5956,2022
1963.75,5000,2795.236332,0.5898,2051
1858.583333,5000,2810.245662,0.611,1945
1901.666667,5000,2825.289337,0.6038,1981
1902.0,5000,2840.201166,0.6032,1984
